Sentiment,Text Tweet
positive,banyak Perusahaan melupakan hal ini & banyak konsumen menghapus pesan tanpa membacanya menyalahkan padahal sudah diingatkan thanks <PROVIDER_NAME> 
positive,Terima kasih <PROVIDER_NAME> !! <PROVIDER_NAME>
positive,Hore....<PROVIDER_NAME> Ada sinyal.....thanks <PROVIDER_NAME> .... <PROVIDER_NAME> 
positive,Alhamdulillah sambil nunggu subuh bisa melihat lantunan Adhan Styles dari Mekah dan Madinah dengan jelas karena paket Internet <PROVIDER_NAME> saya bagus
positive,"Dengan <PROVIDER_NAME> juga bisa lihat youtube selama setahun tanpa kuota, makin keren aja. "
positive,Dengan jaringan 4G super cepat dari <PROVIDER_NAME> smartphone kamu terus terkoneksi dan bisa pantau aktivitas di sosial media :
positive,Menggunakan medsos harus sebijak mungkin. Apalagi ada fasilitas makin oke kayak FB gratis 30MB & free YouTube/Yonder/Genflix dari <PROVIDER_NAME>
positive,"pagi itu, menyegarkan mata selain lari2 kecil, bisa juga dengan nikmatin internet, atau nelpon yang super murah, suara jernih pake <PROVIDER_NAME>. gitu!"
positive,"Buka puasa sambil streaming di YouTube lancar banget pake <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>."
positive,Selain jaringan 4G <PROVIDER_NAME> yang sangat luas temanku juga bisa nelpon ke operator lain secara gratis & suaranya juga jernih banget
positive,Koneksi internet <PROVIDER_NAME> yg lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.
negative,ayo penuhi viralkan keras #Boikot<PROVIDER_NAME>! Nomor sy nomer <PROVIDER_NAME> cantik dr th2007 lgsg sy buang!Jgn main2 dg umat Islam yg brsatu
negative,AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 <URL>
negative,"Selama ini saya pake <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME>"
negative,CEO <PROVIDER_NAME> harus bertanggung jawab. Sudah ada counter perdana HP berhenti jual perdana <PROVIDER_NAME> #Boikot<PROVIDER_NAME>
negative,Biar jadi pelajaran buat yang lain... Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! #Boikot<PROVIDER_NAME>
negative,"kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering nyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa"
positive,Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL>
negative,Uji kecepatan <PRODUCT_NAME> #opensignal-ku di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek
negative,Tolong di urus segera saya ga mau bayar data yang saya ga dapet datanya <PROVIDER_NAME> <PROVIDER_NAME>
positive,Nonton gratis dibayarin <PROVIDER_NAME> poin  <PROVIDER_NAME> <PROVIDER_NAME>poin #passengers?
positive,Makasih ya <PROVIDER_NAME> gratis 4Gnya ayo buruan upgrade <PRODUCT_NAME> mu
positive,Makan malam gratis hari ini hasil tuker <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>? <URL>
negative,"Mohon di up jaringan 4G di wilayah Morowali, sangat buruk..  <PROVIDER_NAME> <PROVIDER_NAME>"
negative,Jaringan <PROVIDER_NAME> di Waru Atas arae Site WKP tidak dapat digunakan untuk telpon mohon cek Team <PROVIDER_NAME> 
negative,Semakin hari kualitas dan pelayanannya semakin buruk. Selama 5 bulan melakukan pelaporan namun tidak ada tindakan perbaikan. <PROVIDER_NAME>
negative,<PROVIDER_NAME> tolong jaringan di MUARA KAMAN diperbaiki... BBM aja ga bisa ngakses...menyambungkan melulu... sudah 3 minggu lebih
negative,Uji kecepatan NYATA  di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek
negative,Tolong diurus segera saya ga mau bayar data yang saya ga dapat datanya <PROVIDER_NAME> <PROVIDER_NAME>
positive,Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL> 
positive,Terimakasih ya <PROVIDER_NAME> gratis 4Gnya ayo buruan upgrade <PRODUCT_NAME>
positive,Makan malam gratis hari ini hasil tukar <PROVIDER_NAME> Poin   <PROVIDER_NAME>? <URL>
negative,ayo viralkan keras #Boikot<PROVIDER_NAME>! Nomor saya nomer <PROVIDER_NAME> cantik dari tahun 2007 saya buang! Jangan main2 dengan umat Islam yang brsatu
negative,AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 
negative,"Selama ini saya pakai <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME> "
negative,"kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering menyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa"
positive,"Buka puasa sambil streaming di YouTube lancar banget pakai <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>."
positive,Koneksi internet <PROVIDER_NAME> yang lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.
negative,<PROVIDER_NAME> kamu kenapa sinyalnya php <PROVIDER_NAME>
negative,Koneksi internet yang sangat menjengkelkan. <PROVIDER_NAME>  #lemot 
positive,"<PROVIDER_NAME> Nelpon lebih murah pake JS, kurang dari Rp1/detik. <PROVIDER_NAME> <PRODUCT_NAME> <PRODUCT_NAME>"
positive,"Terima kasih PT <PROVIDER_NAME> , kiriman GRATIS <PROVIDER_NAME> Home-nya sudah tiba."
positive,Kualitas sinyal 4G <PROVIDER_NAME> ikut melengkapi meriahnya festival tersebut. 
positive,saya pindah ke <PROVIDER_NAME> yang memang sudah terbukti
negative,Ini sinyal H+ palsu. Seperti H+ rasa edge. <PROVIDER_NAME> <PROVIDER_NAME> 
negative,Pelanggan <PROVIDER_NAME> <PROVIDER_NAME> yg ada di area #Pandeglangkota dirugikan krn jaringan telponnya rusak dan tidak diperbaiki
negative, Hati-hati Tukang Tipu!! <PROVIDER_NAME>
negative,Sedih. Pakai <PROVIDER_NAME> 4G gak stabil.
negative,Jarigan <PROVIDER_NAME> lelet. Karena gangguan atau rusak ya
negative,"Daerah Jagakarsa, pakai <PROVIDER_NAME> sinyalnya jelek, yang satu H+ gak dapat 4G, yang satu dapat 4G tapi gak ada sinyal?"
negative,<PROVIDER_NAME> cacat
positive,Ini baru #koneksi #internet #4g <PROVIDER_NAME> <URL> 
positive,<PROVIDER_NAME> BagiBerkah ...gak ada kata susah ..cukup sekali sentuh jadi mudah dan berfaedah
negative,<PROVIDER_NAME> tumbang di kota Semarang
negative,Kuotaku masih banyak internetan aja gak bisa <PROVIDER_NAME> <PROVIDER_NAME>Care <PROVIDER_NAME> 
negative,Selalu Lemot <PROVIDER_NAME>
positive,<PROVIDER_NAME> BerbagiBerkah karena berbagi itu menyenangkan apalagi sama orang yang kita sayangi.
positive,Santai pakai <PROVIDER_NAME> <PROVIDER_NAME>4G <PROVIDER_NAME>BagiBerkah bisa diandalkan
positive,banyak yang masih setia memggunakan <PROVIDER_NAME>
positive,"Yang saya pengen <PROVIDER_NAME> selangkah lebih maju dari yang lain baik layanan ataupun jaringan 3G atau 4G,"
positive,Yuk pakai <PROVIDER_NAME> Rp1 gratis 1GB
positive,Lebaran tetap pakai <PROVIDER_NAME> yaa #Rp1 gratis 1GB
positive,sinyal 4G <PROVIDER_NAME> dipalembang lancar
positive,Keren di rembang ada sinyal 4G <PROVIDER_NAME>
positive,sinyal <PROVIDER_NAME> kuat banget
positive,4G <PROVIDER_NAME> dapat banget disini
positive,"Berkat <PROVIDER_NAME> mudiknya jd nyaman,mampir ke posko pun senang.."
positive,Terimakasih <PROVIDER_NAME>
positive,untungnya sudah pakai <PROVIDER_NAME>
positive,Alhamdulillah masih #setia dengan <PROVIDER_NAME>.. terbaik
positive,"<PROVIDER_NAME> memang jauh lebih murah dari <PROVIDER_NAME>, banyak bonusnya lagi"
negative,RT <USER_MENTION>: Buat <PROVIDER_NAME> setelah kuota habis saya mau ganti provider  
negative,<PROVIDER_NAME> memang jancok! sinyal payah
negative,saya paling tidak pernah pakai ÿ<PROVIDER_NAME>
negative,RT <USER_MENTION>: Belum ada permintaan maaf dan pernyataan apapun?  Lanjut boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME> <URL>
negative,<PROVIDER_NAME> masa kuota malam saya sudah habis duluan? Logikanya dimana? <URL>
negative,"RT <USER_MENTION>: <PROVIDER_NAME> ini <PROVIDER_NAME> di sini jaringan 4G nya penuh, cuma ga mau konek ke internet..."
positive,Sinyal 4g nya stabil nih. mantap <PROVIDER_NAME> <URL>
negative,"Fungsinya data lokal, 4G sama Flash apa? Toh mau 4G atau 3G yang terpakai duluan data lokalnya. mahal lagi. <PROVIDER_NAME>"
positive,"Hore, dapat makan malam gratis hari ini karena <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>? <URL>"
negative,"Wajar saja <PROVIDER_NAME> dihack, harga mahal banget dan koneksi lambat lagi <PROVIDER_NAME>mahal <PROVIDER_NAME> "
positive,*ganti* paket <PROVIDER_NAME>  5Gb langsung lancar dan #TransaksiNormal
negative,Selalu saja ada masalah #Indonesia <PROVIDER_NAME> #konsumen <USER_MENTION>
positive,Alhamdulillah gratisan youtube dari <PROVIDER_NAME> pada bulan Ramadhan ini berfaedah sekali.
negative,<PROVIDER_NAME> KENAPA. sinyal hilang mulu
negative,Data yang sama sekali tidak ada manfaatnya.  <PROVIDER_NAME> <URL> ?
negative,<PROVIDER_NAME> goblok banget sih sekarang <PROVIDER_NAME> #jadimurahan 
negative,Padahal udah settingan 3G tapi kenapa kuota 3G tidak bisa dipakai malah menguras pulsa yaa? #Tanya <PROVIDER_NAME>
negative,Sudah mahal sinyalnya jelek lagi... <PROVIDER_NAME> bangsat anjing...
negative,Jeleknya jaringan internet.ÿ<PROVIDER_NAME>
negative,Cuma di area Pandeglang kota.. jaringan <PROVIDER_NAME> buruk jelek. Kejadian ini sudah berlangsung sebulan lamanya. <PROVIDER_NAME>Care <PROVIDER_NAME>payah <PROVIDER_NAME> harus dihack
negative,"benar2 kacau. Baru isi kuota, datanya langsung habis. <PROVIDER_NAME> "
positive,<PROVIDER_NAME> ayo kamu bisa
positive,Mending ngopi nyantai sambil dengar musik klasik di youtube gratis dari jaringan <PROVIDER_NAME> yang keren
positive,ada banyak fitur  dari Kartu Perdana <PROVIDER_NAME> yg udah 4.5G <PROVIDER_NAME>Youtube1tahun <PROVIDER_NAME>_Jabo <USER_MENTION>
positive,"Hari minggu masuk kerja tapi gak ada yang dikerjain, ujung2nya mencari lapak terus rebahan sambil denger musik di youtube. <PROVIDER_NAME> top deh"
positive,Sekarang enak belanja online. Sinyal kuat dan kencang pakai <PROVIDER_NAME>. 
positive,Mantap! Paket <PRODUCT_NAME> dari <PROVIDER_NAME> bikin mupeng. Banyak <PRODUCT_NAME>nya! 
positive,Selain bonus THR dapat bonus dari <PROVIDER_NAME> yang begini nih yang bikin hati senang juga.. 
positive,"Pagi ini saya sahur di Purwakarta, dan disini sinyal <PROVIDER_NAME> nya bagus banget"
positive,"Astaga udah sore aja. Keasyikan main hape. Sinyal lancar, hebat emang <PROVIDER_NAME>"
positive,"Kadang, saya juga cari referensi di youtube yang merupakan gudang informasi keren. <PROVIDER_NAME> youtube an tanpa kuota bisa streaming lancar"
positive,belajar mengedit video di youtube jadi enak dan cepat paham kalo jaringan <PROVIDER_NAME> lancar dan kencang begini.
positive,"Tethering pakai kartu <PROVIDER_NAME> sinyalnya kencang badai, apalagi kalau lagi browsing"" mencari bahan artikel. Dijamin lancar."
negative,Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME>
negative,Ayo yang masih pakai kartu <PROVIDER_NAME> Segera buang ke Got ya
negative,#Boikot<PROVIDER_NAME>..saatnya hijrah ke ..selamat tinggal <PROVIDER_NAME>..
positive,Alhamdulillah Kuota <PROVIDER_NAME> banyak yang murah
negative,"Sudah tarifnya paling mahal, ditambah jaringan yang semakin hari semakin susah! <PROVIDER_NAME> mengesalkan banget "
negative,"<PROVIDER_NAME> Pulsanya masih ada, TM masih banyak, mau nelpon ke sesama simpati katanya pulsa gak cukup, kampret ini <PROVIDER_NAME> "
positive,Tiba-tiba ada sinyal 4g di rumahku.  Biasanya gak ada.. lancar juga. <PROVIDER_NAME>
negative,"Tadinya berharap paling bagus untuk kerja online,Ternyata internetnya tidak seSimpati namanya <PROVIDER_NAME> <URL>"
negative,Jaringan internet <PROVIDER_NAME> di sumba timur parah....
negative,Kualitas jaringan <PROVIDER_NAME> sangat menurun di wilayah Sukabumi.
negative,Ternyata tidak cuma saya yang mengeluh karena sinyal atau pelayanan <PROVIDER_NAME> dalam jaringan internet masih kurang
negative,"Sudah tengah malam, jaringan kok masih super lelet <PROVIDER_NAME> gak berkualitas"
negative,Sinyal <PROVIDER_NAME> yang sangat menyedihkan
negative,<PROVIDER_NAME> makin bangsat kalau dibiarin
negative,<PROVIDER_NAME> memang bangsat gemas duh
negative,Signal <PROVIDER_NAME> Mentari makin lama makin memprihatinkan. Saatnya memikirkan untuk ganti kartu. Kecewa <PROVIDER_NAME>
negative,<PROVIDER_NAME> apakah <PROVIDER_NAME> lagi gangguan di daerah kramat jati? Sumpah sudah lelet banget padahal sudah 4g 
negative,"<PROVIDER_NAME> kenapa <PROVIDER_NAME> super lelet? 4g tp kecepatan 0,1 1 kb/s. gangguan atau gimana sih? "
negative,tai <PROVIDER_NAME>
negative,"Ya allah. Kalau hujan sinyal <PROVIDER_NAME> kaya lagunya Kotak ""Pelan Pelan Saja"""
negative,bikin kelar <PROVIDER_NAME> 
negative,<PROVIDER_NAME> Hooq sangat tidak bermanfaat. Beli kuota bisa menonton di youtube gak perlu Hooq #rugi <PRODUCT_NAME> #kuota <PROVIDER_NAME> 
negative,<PROVIDER_NAME>  Di daerahku udah 3 hari  trouble mulu
negative,"sisa 2 hari kuota <PROVIDER_NAME> <PROVIDER_NAME> tapi sudah dibilang habis, gimana ini!"
negative,Jaringan simpati anjir banget akhir2 ini. <PROVIDER_NAME>
negative,Dan terjadi lagi <PROVIDER_NAME> tai
positive,Untung pakai <PROVIDER_NAME> walaupun jauh dari rumah tapi Alhamdulillah semua urusan beres.
negative,jaringan <PROVIDER_NAME> flash untuk daerah aceh singkil kok gak stabil <PROVIDER_NAME>
negative,<PROVIDER_NAME> tarif mahal dengan sinyal parah.
negative,"Jadi, sudah seminggu ini saya digangguin sama bunyi SMS dari <PROVIDER_NAME>. Ada promo, katanya.? <URL> "
negative,Oh jariangan kenapa <PROVIDER_NAME>
negative,Tiap jam 12 malam ke atas hancur koneksinya <PROVIDER_NAME>
negative,Sedih saya kalau beli paket internet <PROVIDER_NAME>
positive,Hobi ngecek <PRODUCT_NAME> kali aja ada promo kuota internet buat penguna setia <PROVIDER_NAME> ternyata ada. Alhamdulillah rejeki anak biasa
negative,<PROVIDER_NAME> setelah dihack malah tambah mahal
negative,Jaringan lelet <PROVIDER_NAME>
negative,<PROVIDER_NAME> lagi gangguan ya??
negative,<PROVIDER_NAME> hancur jaringannya
negative,Setiap isi pulsa belum dipakai pasti hilang mohon pejelasannya buat <PROVIDER_NAME>
negative,<PROVIDER_NAME> memang bikin sebal 
negative,4G LTE <PROVIDER_NAME> sedang bermasalah
negative,<PROVIDER_NAME> luar biasa parah 2 hari cuma buang2 kuota... payah <PROVIDER_NAME> <PROVIDER_NAME> <PROVIDER_NAME>
positive,koneksinya makin lancar pakai <PROVIDER_NAME> 
positive,pakai sinyal <PROVIDER_NAME> lancar. <PROVIDER_NAME> memang yess!! 
positive,"Data-data kerja jadi lebih cepat dicari kalau internetnya pakai <PROVIDER_NAME>,"
positive,"<PROVIDER_NAME> memang juara, dari tadi nonton Youtube kuota masih full aja XD"
positive,Kenikmatan yang bisa didapatkan saat menjadi pengguna <PROVIDER_NAME> adalah menonton youtube gratis selama setahun
positive,Upload file yang besar juga sangat mudah dengan <PROVIDER_NAME>. Karena jaringan internetnya sangat cepat. Alhamdulillah
positive,"Untungnya pake <PROVIDER_NAME>, pekerjaan gua lancar :))"
positive,Siang ini nyoba bonus telpon pakai kartu <PROVIDER_NAME> baru. Aman lancar jaya suaranya meski cuaca hujan.
positive,"Pantesan lancar ya, sinyal <PROVIDER_NAME> yang 4G lancar sekali di lombok timur"
positive,Alhamdulillah lancar pakai <PROVIDER_NAME>
positive,"Untung pakai internet <PROVIDER_NAME>, lancar, jadi dapat banyak ide."
positive,"di tempat ramai seperti di lokasi wisata, <PROVIDER_NAME> tetap jaya."
negative,Sinyal <PROVIDER_NAME> amsyong d stadion gajayana
